id,exp_id,config_id,time,num
143,terasort-20,68,602.43,1
144,terasort-20,26,2114.61,1
145,terasort-20,62,1022.17,1
146,terasort-20,69,735.78,1
147,terasort-20,70,831.48,1
148,terasort-40,8,1623.28,1
149,terasort-40,67,758.93,1
150,terasort-40,11,649.06,1
151,terasort-40,17,1520.16,1
152,terasort-40,68,689.82,1
153,terasort-40,26,2456.93,1
154,terasort-40,62,1176.1,1
155,terasort-40,69,799.29,1
156,terasort-40,70,973.85,1
157,terasort-50,8,562.98,1
158,terasort-50,11,252.69,1
159,terasort-50,17,565.28,1
160,terasort-50,30,583.42,1
161,terasort-50,43,809.62,1
162,terasort-640,11,3772.29,1
163,terasort-75,8,872.6,1
164,terasort-75,11,367.97,1
165,terasort-75,17,808.4,1
166,terasort-75,30,935.85,1
167,terasort-75,43,1123.09,1
168,terasort-80,8,1984.65,1
169,terasort-80,67,983.43,1
170,terasort-80,11,834.4,1
171,terasort-80,17,2033.22,1
172,terasort-80,68,868.27,1
173,terasort-80,26,3121.63,1
174,terasort-80,62,1522.98,1
175,terasort-80,69,1048.84,1
176,terasort-80,70,1214.54,1
177,terasort,1,898.59,1
178,terasort,71,730.94,1
179,terasort,2,645.58,1
180,terasort,3,2553.74,1
181,terasort,4,1641.93,1
182,terasort,5,1204.09,1
183,terasort,6,1602.76,1
184,terasort,7,1020.73,1
185,terasort,49,778.2,1
186,terasort,72,620.44,1
187,terasort,73,528.26,1
188,terasort,74,463.58,1
189,terasort,50,3516.59,1
190,terasort,9,836.75,1
191,terasort,10,681.19,1
192,terasort,67,584.11,1
193,terasort,11,484.68,1
194,terasort,51,4021.93,1
195,terasort,12,1771.47,1
196,terasort,52,703.4,1
197,terasort,75,548.22,1
198,terasort,53,473.56,1
199,terasort,54,5202.96,1
200,terasort,55,1856.92,1
201,terasort,56,1180.94,1
202,terasort,57,881.56,1
203,terasort,17,1069.93,1
204,terasort,18,820.54,1
205,terasort,19,678.29,1
206,terasort,20,492.67,1
207,terasort,58,3714.58,1
208,terasort,21,1724.85,1
209,terasort,22,880.49,1
210,terasort,76,673.61,1
211,terasort,23,587.07,1
212,terasort,24,2692.9,1
213,terasort,25,1546.99,1
214,terasort,77,1116.21,1
215,terasort,26,1740.44,1
216,terasort,27,1186.58,1
217,terasort,60,890.17,1
218,terasort,28,722.32,1
219,terasort,78,592.67,1
220,terasort,29,529.52,1
221,terasort,61,3668.85,1
222,terasort,30,1551.24,1
223,terasort,62,880.72,1
224,terasort,31,704.62,1
225,terasort,69,570.94,1
226,terasort,32,491.11,1
227,terasort,63,4161.82,1
228,terasort,33,1748,1
229,terasort,34,840,1
230,terasort,70,684.02,1
231,terasort,35,599.6,1
232,terasort,36,2671.99,1
233,terasort,37,1538.81,1
234,terasort,38,1112.52,1
235,terasort,39,1808.48,1
236,terasort,79,1211.38,1
237,terasort,40,914.35,1
238,terasort,41,759.21,1
239,terasort,80,623.9,1
240,terasort,42,558.97,1
241,terasort,65,3854.07,1
242,terasort,43,1503.76,1
243,terasort,44,1126.23,1
244,terasort,45,943.97,1
245,terasort,81,770.87,1
246,terasort,46,637.93,1
247,terasort,66,5638.02,1
248,terasort,47,2372.21,1
249,tpcds,1,391.799437,1
250,tpcds,48,988.482559,1
251,tpcds,3,554.3584821,1
252,tpcds,4,455.9523499,1
253,tpcds,5,402.5759132,1
254,tpcds,6,615.8820341,1
255,tpcds,7,549.9246471,1
256,tpcds,49,527.7132142,1
257,tpcds,50,827.8091781,1
258,tpcds,8,520.273916,1
259,tpcds,10,411.9641669,1
260,tpcds,51,925.9380648,1
261,tpcds,12,606.228111,1
262,tpcds,52,512.7094128,1
263,tpcds,53,468.095324,1
264,tpcds,54,1242.593164,1
265,tpcds,55,715.7179351,1
266,tpcds,56,573.168725,1
267,tpcds,57,514.556186,1
268,tpcds,17,603.0345528,1
269,tpcds,18,599.163507,1
270,tpcds,19,554.5612969,1
271,tpcds,20,513.2895269,1
272,tpcds,58,1043.560631,1
273,tpcds,21,716.5870199,1
274,tpcds,22,441.920589,1
275,tpcds,23,411.098819,1
276,tpcds,59,1088.889074,1
277,tpcds,24,629.50196,1
278,tpcds,25,523.820344,1
279,tpcds,77,453.6753321,1
280,tpcds,26,698.886447,1
281,tpcds,27,611.5944891,1
282,tpcds,60,634.9390731,1
283,tpcds,28,585.291131,1
284,tpcds,29,623.5959051,1
285,tpcds,61,902.3366702,1
286,tpcds,30,516.446238,1
287,tpcds,62,532.9888699,1
288,tpcds,31,488.8993931,1
289,tpcds,32,602.517415,1
290,tpcds,63,882.257324,1
291,tpcds,33,590.1227,1
292,tpcds,34,501.8916988,1
293,tpcds,35,462.86712,1
294,tpcds,64,1252.882812,1
295,tpcds,36,713.465405,1
296,tpcds,37,581.3987598,1
297,tpcds,38,521.278276,1
298,tpcds,39,809.2010891,1
299,tpcds,79,705.3400619,1
300,tpcds,40,701.949307,1
301,tpcds,41,665.418191,1
302,tpcds,42,663.435446,1
303,tpcds,65,1140.60885,1
304,tpcds,43,608.6762781,1
305,tpcds,44,571.5528119,1
306,tpcds,45,542.3040268,1
307,tpcds,46,544.765871,1
308,tpcds,66,1047.897869,1
309,tpcds,47,701.6482491,1
310,tpch,1,274.045856,1
311,tpch,2,228.2926121,1
312,tpch,48,814.9434531,1
313,tpch,3,503.2058799,1
314,tpch,4,356.051903,1
315,tpch,5,302.106818,1
316,tpch,6,4033.816435,1
317,tpch,7,2852.972359,1
318,tpch,50,4932.341841,1
319,tpch,8,394.9504459,1
320,tpch,9,354.121366,1
321,tpch,10,295.2465949,1
322,tpch,11,277.2347672,1
323,tpch,51,882.6079519,1
324,tpch,12,578.0293679,1
325,tpch,52,312.4079049,1
326,tpch,54,1034.362543,1
327,tpch,55,513.8084261,1
328,tpch,56,432.4281161,1
329,tpch,57,365.097831,1
330,tpch,17,476.3604481,1
331,tpch,18,406.844295,1
332,tpch,19,356.9343801,1
333,tpch,58,1025.704028,1
334,tpch,21,650.798425,1
335,tpch,22,293.7942491,1
336,tpch,59,959.8569651,1
337,tpch,24,548.891212,1
338,tpch,25,387.8676569,1
339,tpch,77,335.8652129,1
340,tpch,26,686.9080601,1
341,tpch,61,1003.566903,1
342,tpch,30,445.026396,1
343,tpch,62,376.2090111,1
344,tpch,31,338.1489322,1
345,tpch,63,988.8487799,1
346,tpch,33,579.276614,1
347,tpch,34,317.6177161,1
348,tpch,64,924.921258,1
349,tpch,36,574.325536,1
350,tpch,37,490.172303,1
351,tpch,38,345.2401221,1
352,tpch,39,657.912184,1
353,tpch,79,564.5838752,1
354,tpch,40,496.5879688,1
355,tpch,41,480.0413661,1
356,tpch,65,1176.571599,1
357,tpch,43,442.004554,1
358,tpch,44,415.8887758,1
359,tpch,45,363.171591,1
360,tpch,66,1076.523127,1
361,tpch,47,655.3901381,1
