id,exp_id,config_id,time,cost
70,2,20,473.37,3.4534971333333333
71,2,58,5186.72,5.405714844444444
72,2,21,648.12,1.3509701333333333
73,2,22,429.24,0.844172
74,2,23,408.35,1.1243236666666667
75,2,59,8813.93,3.4668124666666666
76,2,24,2827.82,2.224551733333333
77,2,25,1271.12,1.4999215999999995
78,2,26,2191.92,2.6010784
79,2,27,1625.18,2.8928204
80,2,60,591.51,1.4038504
81,2,28,549.06,1.6288779999999998
82,2,29,540.45,2.2446690000000005
83,2,61,5449.65,3.2334590000000003
84,2,30,1182.67,1.6320846000000002
85,2,62,476.11,0.8760423999999999
86,2,31,417.88,0.961124
87,2,32,453.31,1.4596581999999998
88,2,63,5857.7,2.6945419999999998
89,2,33,2456.36,2.2598512
90,2,34,420.05,1.050125
91,2,35,393.83,1.3784049999999999
92,2,64,7612.24,3.8061200000000004
93,2,36,707,0.7070000000000001
94,2,37,553.86,0.8307900000000001
95,2,38,513.39,1.02678
96,2,39,1731.75,2.4244499999999998
97,2,40,579.81,1.623468
98,2,41,674.37,2.360295
99,2,42,722.39,3.539711
100,2,65,4029.94,2.8209579999999996
101,2,43,543.5,0.92395
102,2,44,465.18,1.054408
103,2,45,432.32,1.2249066666666666
104,2,46,441.84,1.7526320000000002
105,2,66,5149.76,2.9181973333333335
106,2,47,675.19,0.7652153333333334
107,3,8,1248.44,1.6479408000000004
108,3,67,576.01,1.5206664
109,3,11,535.69,1.6499252000000002
110,3,17,1130.8,3.5356346666666667
111,3,68,524.6,1.6507413333333332
112,3,26,1843.55,2.1876793333333335
113,3,62,973.51,1.7912583999999998
114,3,69,598.76,1.6525776
115,3,70,727.79,2.18337
116,4,8,1285.82,1.6972824000000002
117,4,67,616.43,1.6273752000000001
118,4,11,520.87,1.6042796
119,4,17,1203.27,3.7622242
120,4,68,547.52,1.7228629333333332
121,4,26,1972.36,2.340533866666667
122,4,62,928.5,1.70844
123,4,69,617.23,1.7035548
124,4,70,743.66,2.23098
125,5,11,489.76,1.5084608000000002
126,5,17,1069.69,3.3445640666666665
127,5,30,1148.07,1.5843365999999999
128,5,43,1527.44,2.596648
129,6,8,1417.61,1.8712452000000002
130,6,11,618.46,1.9048568000000001
131,6,17,1333.91,4.170691933333334
132,6,30,1536.89,2.1209082
133,6,43,1942.26,3.3018419999999997
134,7,8,1699.75,2.2436700000000003
135,7,11,693.05,2.134594
136,7,17,1651.54,5.1638150666666665
137,7,30,1831.07,2.5268766
138,7,43,2262.35,3.845995
139,8,8,1399.16,1.8468912000000004
140,8,67,698.45,1.8439080000000003
141,8,11,574.12,1.7682896000000001
142,8,17,1263.53,3.9506371333333337
143,8,68,602.43,1.8956464
144,8,26,2114.61,2.5093372000000005
145,8,62,1022.17,1.8807927999999998
146,8,69,735.78,2.0307528
147,8,70,831.48,2.4944400000000004
148,9,8,1623.28,2.1427296
149,9,67,758.93,2.0035752000000002
150,9,11,649.06,1.9991048
151,9,17,1520.16,4.7530336
152,9,68,689.82,2.1706336
153,9,26,2456.93,2.9155569333333333
154,9,62,1176.1,2.1640239999999995
155,9,69,799.29,2.2060404
156,9,70,973.85,2.9215500000000003
157,10,8,562.98,0.7431336000000002
158,10,11,252.69,0.7782852
159,10,17,565.28,1.7674421333333332
160,10,30,583.42,0.8051195999999999
161,10,43,809.62,1.376354
162,11,11,3772.29,11.6186532
163,12,8,872.6,1.1518320000000002
164,12,11,367.97,1.1333476000000002
165,12,17,808.4,2.527597333333333
166,12,30,935.85,1.291473
167,12,43,1123.09,1.9092529999999999
168,13,8,1984.65,2.619738000000001
169,13,67,983.43,2.5962552000000003
170,13,11,834.4,2.5699520000000002
171,13,17,2033.22,6.3572011999999996
172,13,68,868.27,2.7321562666666663
173,13,26,3121.63,3.7043342666666668
174,13,62,1522.98,2.8022831999999998
175,13,69,1048.84,2.8947983999999995
176,13,70,1214.54,3.64362
177,14,1,898.59,1.6773680000000002
178,14,71,730.94,1.6373056000000001
179,14,2,645.58,1.6871157333333335
180,14,3,2553.74,1.9067925333333333
181,14,4,1641.93,1.8389616
182,14,5,1204.09,1.7981077333333333
183,14,6,1602.76,1.8378314666666666
184,14,7,1020.73,1.7556555999999999
185,14,49,778.2,1.784672
186,14,72,620.44,1.778594666666667
187,14,73,528.26,1.8172144000000001
188,14,74,463.58,1.8605010666666664
189,14,50,3516.59,2.016178266666667
190,14,9,836.75,1.47268
191,14,10,681.19,1.4986180000000002
192,14,67,584.11,1.5420504000000002
193,14,11,484.68,1.4928144
194,14,51,4021.93,1.7696492000000001
195,14,12,1771.47,1.5588936
196,14,52,703.4,3.6654955555555553
197,14,75,548.22,3.4282024000000004
198,14,53,473.56,3.4548832888888885
199,14,54,5202.96,5.422640533333333
200,14,55,1856.92,3.8706465777777774
201,14,56,1180.94,3.692405733333333
202,14,57,881.56,3.675125688888888
203,14,17,1069.93,3.345314466666667
204,14,18,820.54,3.4207400888888886
205,14,19,678.29,3.534644555555555
206,14,20,492.67,3.594301355555556
207,14,58,3714.58,3.871417822222222
208,14,21,1724.85,3.5953539999999995
209,14,22,880.49,1.7316303333333334
210,14,76,673.61,1.5897195999999998
211,14,23,587.07,1.6163994000000002
212,14,24,2692.9,2.118414666666667
213,14,25,1546.99,1.8254481999999996
214,14,77,1116.21,1.7561703999999998
215,14,26,1740.44,2.0653221333333334
216,14,27,1186.58,2.1121124
217,14,60,890.17,2.1126701333333333
218,14,28,722.32,2.142882666666667
219,14,78,592.67,2.1099052
220,14,29,529.52,2.1992730666666667
221,14,61,3668.85,2.176851
222,14,30,1551.24,2.1407112
223,14,62,880.72,1.6205247999999999
224,14,31,704.62,1.620626
225,14,69,570.94,1.5757944000000002
226,14,32,491.11,1.5813742
227,14,63,4161.82,1.9144371999999996
228,14,33,1748,1.60816
229,14,34,840,2.1
230,14,70,684.02,2.05206
231,14,35,599.6,2.0986000000000002
232,14,36,2671.99,2.67199
233,14,37,1538.81,2.308215
234,14,38,1112.52,2.22504
235,14,39,1808.48,2.531872
236,14,79,1211.38,2.5438980000000004
237,14,40,914.35,2.5601800000000003
238,14,41,759.21,2.657235
239,14,80,623.9,2.62038
240,14,42,558.97,2.7389530000000004
241,14,65,3854.07,2.697849
242,14,43,1503.76,2.5563919999999998
243,14,44,1126.23,2.552788
244,14,45,943.97,2.6745816666666666
245,14,81,770.87,2.620958
246,14,46,637.93,2.5304556666666667
247,14,66,5638.02,3.1948780000000006
248,14,47,2372.21,2.6885046666666668
249,15,1,391.799437,0.7313589490666668
250,15,48,988.482559,0.36903348869333336
251,15,3,554.3584821,0.41392099996799997
252,15,4,455.9523499,0.510666631888
253,15,5,402.5759132,0.6011800303786666
254,15,6,615.8820341,0.7062113991013333
255,15,7,549.9246471,0.945870393012
256,15,49,527.7132142,1.2102223045653335
257,15,50,827.8091781,0.474610595444
258,15,8,520.273916,0.6867615691200001
259,15,10,411.9641669,0.90632116718
260,15,51,925.9380648,0.40741274851200004
261,15,12,606.228111,0.53348073768
262,15,52,512.7094128,2.671785717813333
263,15,53,468.095324,3.4150154415377774
264,15,54,1242.593164,1.2950582087022222
265,15,55,715.7179351,1.4918742736084443
266,15,56,573.168725,1.7921075468333334
267,15,57,514.556186,2.1451275665244447
268,15,17,603.0345528,1.8854880350880001
269,15,18,599.163507,2.4978460869599997
270,15,19,554.5612969,2.8898805360677775
271,15,20,513.2895269,3.7447322595837784
272,15,58,1043.560631,1.0876220798644445
273,15,21,716.5870199,1.4936858325915554
274,15,22,441.920589,0.8691104917
275,15,23,411.098819,1.1318920816466667
276,15,59,1088.889074,0.42829636910666663
277,15,24,629.50196,0.49520820853333336
278,15,25,523.820344,0.6181080059199999
279,15,77,453.6753321,0.713782522504
280,15,26,698.886447,0.8293452504400001
281,15,27,611.5944891,1.088638190598
282,15,60,634.9390731,1.506922066824
283,15,28,585.291131,1.7363636886333331
284,15,29,623.5959051,2.5900016591820005
285,15,61,902.3366702,0.5353864243186667
286,15,30,516.446238,0.7126958084399999
287,15,62,532.9888699,0.9806995206160001
288,15,31,488.8993931,1.1244686041299998
289,15,32,602.517415,1.9401060763
290,15,63,882.257324,0.40583836904
291,15,33,590.1227,0.5429128839999999
292,15,34,501.8916988,1.254729247
293,15,35,462.86712,1.62003492
294,15,64,1252.882812,0.6264414060000001
295,15,36,713.465405,0.713465405
296,15,37,581.3987598,0.8720981397
297,15,38,521.278276,1.042556552
298,15,39,809.2010891,1.13288152474
299,15,79,705.3400619,1.4812141299900001
300,15,40,701.949307,1.9654580596
301,15,41,665.418191,2.3289636684999997
302,15,42,663.435446,3.2508336853999995
303,15,65,1140.60885,0.7984261950000001
304,15,43,608.6762781,1.03474967277
305,15,44,571.5528119,1.2955197069733335
306,15,45,542.3040268,1.5365280759333333
307,15,46,544.765871,2.160904621633333
308,15,66,1047.897869,0.5938087924333333
309,15,47,701.6482491,0.7952013489800001
310,16,1,274.045856,0.5115522645333334
311,16,2,228.2926121,0.5966046929546668
312,16,48,814.9434531,0.30424555582400004
313,16,3,503.2058799,0.37572705699200004
314,16,4,356.051903,0.39877813136
315,16,5,302.106818,0.45114618154666664
316,16,6,4033.816435,4.625442845466667
317,16,7,2852.972359,4.90711245748
318,16,50,4932.341841,2.8278759888400002
319,16,8,394.9504459,0.5213345885880001
320,16,9,354.121366,0.6232536041600001
321,16,10,295.2465949,0.64954250878
322,16,11,277.2347672,0.853883082976
323,16,51,882.6079519,0.388347498836
324,16,12,578.0293679,0.508665843752
325,16,52,312.4079049,1.6279923044233333
326,16,54,1034.362543,1.0780356281488888
327,16,55,513.8084261,1.0710051192928889
328,16,56,432.4281161,1.3520585763393334
329,16,57,365.097831,1.5220522910133332
330,16,17,476.3604481,1.4894203343926669
331,16,18,406.844295,1.6960886609333332
332,16,19,356.9343801,1.8600247140766664
333,16,58,1025.704028,1.0690115314044444
334,16,21,650.798425,1.3565531614444442
335,16,22,293.7942491,0.5777953565633334
336,16,59,959.8569651,0.37754373960599996
337,16,24,548.891212,0.4317944201066667
338,16,25,387.8676569,0.4576838351419999
339,16,77,335.8652129,0.5284279349626666
340,16,26,686.9080601,0.8151308979853333
341,16,61,1003.566903,0.5954496957800001
342,16,30,445.026396,0.61413642648
343,16,62,376.2090111,0.692224580424
344,16,31,338.1489322,0.7777425440599999
345,16,63,988.8487799,0.45487043875399996
346,16,33,579.276614,0.5329344848800001
347,16,34,317.6177161,0.79404429025
348,16,64,924.921258,0.462460629
349,16,36,574.325536,0.574325536
350,16,37,490.172303,0.7352584545
351,16,38,345.2401221,0.6904802442
352,16,39,657.912184,0.9210770576
353,16,79,564.5838752,1.18562613792
354,16,40,496.5879688,1.39044631264
355,16,41,480.0413661,1.68014478135
356,16,65,1176.571599,0.8236001193000001
357,16,43,442.004554,0.7514077418
358,16,44,415.8887758,0.9426812251466667
359,16,45,363.171591,1.0289861745
360,16,66,1076.523127,0.6100297719666666
361,16,47,655.3901381,0.7427754898466666
